featureid	CR0118-D02	CR0119-D03	CR097-A1	CR098-A2	CR099-A3	CR1-A1	CR10-A10	CR100-A4	CR101-A5	CR102-A6	CR103-A7	CR104-A8	CR105-A9	CR106-A10	CR107-A11	CR108-A12	CR109-B1	CR11-A11	CR110-B2	CR111-B3	CR112-B4	CR113-B5	CR115-B7	CR116-B8	CR12-A12	CR120-D04	CR121-D05	CR122-D06	CR123-D07	CR124-D08	CR126-D10	CR127-D11	CR134-E06	CR136-E08	CR14-B2	CR140-E12	CR142-F02	CR15-B3	CR16-B4	CR17-B5	CR18-B6	CR19-B7	CR2-A2	CR20-B8	CR21-B9	CR22-B10	CR23-B11	CR24-B12	CR25-C1	CR26-C2	CR27-C3	CR28-C4	CR3-A3	CR30-C6	CR31-C7	CR32-C8	CR33-C9	CR34-C10	CR35-C11	CR36-C12	CR37-D1	CR38-D2	CR39-D3	CR4-A4	CR40-D4	CR41-D5	CR42-D6	CR43-D7	CR44-D8	CR45-D9	CR46-D10	CR47-D11	CR48-D12	CR49-E1	CR5-A5	CR50-E2	CR51-E3	CR52-E4	CR53-E5	CR54-E6	CR55-E7	CR56-E8	CR57-E9	CR58-E10	CR59-E11	CR6-A6	CR60-E12	CR61-F1	CR62-F2	CR63-F3	CR65-F5	CR66-F6	CR67-F7	CR68-F8	CR69-F9	CR7-A7	CR70-F10	CR71-F11	CR72-F12	CR73-G1	CR74-G2	CR75-G3	CR76-G4	CR78-G6	CR8-A8	CR80-G8	CR81-G9	CR82-G10	CR83-G11	CR84-G12	CR85-H1	CR86-H2	CR87-H3	CR88-H4	CR89-H5	CR9-A9	CR90-H6	CR91-H7	CR92-H8	CR93-H9	CR94-H10	CR95-H11	CR96-H12	FeBAL1	FeBAL10	FeBAL11	FeBAL2	FeBAL3	FeBAL4	FeBAL5	FeBAL6	FeBAL7	FeBAL8	FeBAL9
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavobacterium;D_6__Cytophaga sp. 0401 852	0	0	178	83	3	8	44	59	69	17	16	27	17	9	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	12	0	0	8	0	0	0	22	0	0	4	0	0	0	0	0	7	0	0	29	0	0	6	0	0	24	15	0	0	11	0	0	21	0	0	12	0	0	0	16	0	0	9	0	0	3	0	0	0	3	0	0	0	0	25	0	0	0	8	0	0	10	0	0	30	0	0	0	0	6	0	0	1	0	0	15	0	0	0	18	0	1	6	0	0	0	0	0	0	0	0	0	0	0	3	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae;D_5__Porphyromonas;D_6__Porphyromonas sp. feline oral taxon 110	0	0	34	28	31	4	11	57	41	20	31	52	12	7	66	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	5	0	0	0	0	0	0	0	27	0	0	51	0	0	0	8	0	0	11	0	1	0	0	0	29	0	0	20	0	0	4	0	0	20	35	0	0	18	0	0	26	0	0	18	0	0	0	11	0	0	17	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	16	0	0	19	0	0	27	0	0	0	0	15	0	0	0	0	0	1	0	0	0	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Finegoldia	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	3	1	13	3	2	6	1	19	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	23	0	0	14	29	0	0	2	1	0	1	0	0	0	0	0	0	0	1	3	1	0	23	22	0	0	4	3	0	5	0	0	4	0	0	2	39	0	0	5	0	0	5	0	0	1	0	0	0	41	0	17	0	0	65	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1	0	0	18	0	11	15	0	0	0	23	0	0	30	0	0	0	0	0	0	0	0	0	0	1	1
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Pasteurella	0	5	19	23	22	6	20	23	44	16	75	54	27	3	8	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	7	0	0	0	0	0	0	18	0	0	14	0	0	0	19	0	0	8	0	0	0	0	0	39	0	0	18	0	0	2	0	0	21	40	0	0	51	0	0	12	0	0	20	0	0	0	13	0	0	22	0	0	32	0	0	0	4	0	0	0	0	30	0	0	0	15	0	0	26	0	0	24	0	0	0	0	22	0	0	7	0	0	17	0	0	0	23	0	0	15	0	16	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Anaerococcus;D_6__anaerobic digester metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	95	0	0	11	0	1	6	0	0	0	0	0	0	0	0	6	0	0	235	1	0	0	2	0	0	23	0	0	0	0	28	0	0	10	0	1	5	0	0	113	0	0	0	102	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Bacteroidaceae;D_5__Bacteroides;Ambiguous_taxa	1	0	40	59	25	4	16	34	53	50	33	24	50	3	94	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	12	0	0	53	0	0	0	18	0	0	0	0	0	1	0	0	17	0	0	4	0	0	5	0	0	13	15	0	0	14	0	0	13	0	0	8	0	0	0	3	0	0	11	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	12	0	0	23	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	1	0	15	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Filobacterium;D_6__uncultured bacterium	1447	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	195	29	0	45	0	884	369	1214	926	0	1359	928	0	0	0	0	0	0	0	159	0	0	0	2	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	444	7	0	50	0	0	0	17	0	0	422	0	0	0	0	175	4	0	94	0	0	0	0	113	0	412	22	61	0	0	84	107	0	266	0	0	0	285	0	0	223	0	0	136	0	0	0	0	546	0	0	0	0	82	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Solobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	67	4	0	7	2	28	20	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	33	0	2	2	0	0	0	0	27	0	0	2	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	23	0	0	0	13	0	1	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cardiobacteriales;D_4__Cardiobacteriaceae;D_5__Cardiobacterium	0	0	1	2	5	2	35	9	41	13	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	2	0	0	7	0	0	0	0	0	7	0	0	17	0	0	5	0	0	21	12	0	0	5	0	0	28	0	0	22	0	0	0	33	0	0	21	0	0	14	0	0	0	7	0	0	0	0	20	0	0	0	18	0	0	3	0	0	38	0	0	0	0	18	0	0	1	0	0	7	0	0	0	16	0	0	98	0	0	0	0	0	0	0	1	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae;D_5__Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	61	2	22	66	10	143	11	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	32	0	0	61	11	0	0	17	7	1	19	4	0	0	0	0	36	0	0	8	0	1	2	0	0	51	9	1	0	9	0	0	0	0	0	7	0	7	0	4	0	0	23	11	0	11	0	0	1	6	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	16	12	0	0	3	0	0	5	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Negativicutes;D_3__Selenomonadales;D_4__Veillonellaceae;D_5__Dialister;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	41	2	8	30	12	15	16	41	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	26	0	0	22	7	0	0	12	8	0	3	0	0	0	0	0	13	0	0	4	0	0	2	0	0	0	2	1	0	13	0	0	1	0	0	1	2	0	0	0	0	0	4	0	0	2	0	0	0	12	0	6	0	0	0	0	0	0	3	0	0	3	0	0	0	18	3	0	0	3	0	0	5	0	0	7	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Corynebacteriaceae;D_5__Lawsonella	3	3	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	4	4	1	3	1	9	0	0	0	0	0	0	0	0	0	2	2	2	0	2	4	1	5	0	0	3	12	2	0	5	2	0	1	1	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	2	0	0	4	2	0	1	95	0	0	13	0	0	10	0	1	0	3	2	1	18	1	2	0	0	21	0	4	0	0	0	0	23	0	0	0	0	8	0	0	0	0	0	1	0	11	13	0	0	0	9	0	0	25	0	3	0	0	4	3	4	4	1	6	1	3
D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Dielma;D_6__uncultured bacterium	0	0	1	10	9	0	29	8	17	4	15	26	10	0	3	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	1	0	0	0	0	0	0	0	7	0	0	6	0	0	0	4	0	0	6	0	0	0	0	0	31	0	0	6	0	0	1	0	0	7	34	0	0	47	0	0	17	0	0	30	0	0	0	32	0	0	11	0	0	24	0	0	0	3	0	0	0	0	36	0	0	0	22	0	0	18	0	0	13	0	0	0	0	22	0	0	3	0	0	20	0	0	0	33	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Corynebacteriaceae;D_5__Corynebacterium;Ambiguous_taxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	66	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Leptotrichiaceae;D_5__Streptobacillus	0	0	5	6	38	4	12	6	5	9	49	33	7	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	23	0	6	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	7	0	0	1	0	0	2	0	0	11	0	0	1	0	0	3	15	0	0	18	0	0	6	0	0	24	0	0	0	7	0	0	12	0	0	3	0	0	0	2	0	0	0	0	15	0	0	0	18	0	0	10	0	0	26	0	0	0	0	15	0	0	1	0	0	41	0	0	0	34	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Streptococcaceae;D_5__Streptococcus	2	7	11	1	1	1	0	1	0	0	2	1	4	0	0	6	2	68	3	0	11	1	5	0	3	4	4	3	0	4	10	2	0	2	0	0	6	0	10	0	0	0	3	1	0	0	0	6	8	0	4	4	0	0	2	0	0	2	1	52	3	8	7	2	2	0	19	2	0	0	4	0	5	0	7	42	0	1	33	0	0	10	0	0	0	2	0	3	0	1	0	4	0	0	0	10	2	0	1	8	17	0	0	0	1	7	0	5	4	4	10	20	0	5	0	0	0	1	2	0	1	49	54	5	3	6	4	6	4	10	8	4	4	18
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pasteurellales;D_4__Pasteurellaceae;D_5__Pasteurella;Ambiguous_taxa	0	0	31	88	16	4	34	69	55	11	0	22	2	4	15	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	7	0	0	18	0	0	0	4	0	0	4	0	0	0	0	0	17	0	0	14	0	0	1	0	0	23	21	0	0	10	0	0	5	0	0	1	0	0	0	3	0	0	16	0	0	2	0	0	0	3	0	0	0	0	4	0	0	0	11	0	0	9	0	0	22	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Bradyrhizobium	1	2	4	3	0	27	27	0	0	7	1	2	0	2	0	0	0	1	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	20	0	128	26	176	43	24	0	57	7	2	229	35	0	6	43	3	0	166	4	0	17	2	1	70	2	0	0	10	5	0	25	39	1	4	26	0	500	7	12	0	86	0	15	6	2	41	364	5	0	2	7	0	0	4	0	1	0	0	4	0	0	8	0	0	4	0	44	0	2	0	0	0	0	0	1	12	7	14	5	2	4	4	12	12	10
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae;D_5__Desulfovibrio;D_6__Desulfovibrio piger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	1	8	31	11	23	1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	76	0	0	0	0	0	0	14	6	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	15	0	0	0	0	0	3	0	0	1	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	22	0	0	0	0	9	0	0	0	0	0	4	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Asinibacterium;D_6__uncultured bacterium	0	0	18	14	13	24	16	10	10	51	0	6	1	1	2	1	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	122	56	91	33	29	0	33	20	0	452	48	0	4	41	9	1	313	4	2	7	21	4	58	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingobium	0	9	11	3	5	7	3	11	3	6	3	7	4	5	0	0	0	1	0	0	0	0	1	0	36	6	0	6	4	0	0	0	0	0	2	0	5	49	17	0	34	2	1	0	30	7	0	37	21	2	32	36	21	12	20	0	16	17	0	7	27	0	0	11	7	0	36	4	0	3	4	0	16	6	0	0	13	3	0	12	33	0	34	28	0	29	4	33	1	52	4	22	9	0	63	34	5	0	47	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	55	37	99	51	69	57	62	47	76	52	66
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter	3	618	6	3	5	15	3	6	1	6	0	3	2	2	0	0	0	0	0	1	1	0	0	0	37	463	12	638	697	409	0	0	0	494	0	39	313	33	12	1	22	2	0	3	29	9	0	19	31	0	23	32	13	11	27	0	27	16	0	18	37	0	1	2	7	1	53	4	0	6	9	0	12	7	1	0	9	4	0	30	33	0	26	52	1	27	11	34	0	91	2	23	10	0	82	23	1	0	59	6	0	0	1	0	0	1	0	0	0	0	4	0	0	14	1	3	0	0	0	3	0	0	0	59	31	51	36	59	39	30	52	37	37	42
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Rhodopseudomonas	0	0	5	3	5	0	0	6	6	11	3	6	1	3	4	1	0	0	0	0	1	0	1	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	336	0	0	0	0	4	111	0	222	502	0	0	402	0	2	0	0	0	204	0	0	1	0	0	0	390	0	0	498	0	0	0	318	0	0	385	0	0	300	0	0	0	311	0	0	0	0	337	0	0	0	0	0	0	128	0	0	347	0	526	1	0	650	0	0	453	0	0	474	0	0	490	452	0	0	547	0	0	552	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XIII;D_5__S5-A14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	43	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	5	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Actinomycetales;D_4__Actinomycetaceae;D_5__Trueperella	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	39	0	0	0	0	0	0	4	0	0	0	0	10	0	0	1	0	0	14	0	0	6	0	0	0	10	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Peptoclostridium;D_6__uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	0	2	12	2	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	0	8	7	0	0	5	3	0	4	1	0	0	0	0	16	0	0	4	0	0	6	0	0	0	11	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	7	0	0	0	18	0	9	0	0	1	0	0	0	2	0	0	1	0	0	0	14	0	0	0	3	0	0	3	0	0	3	0	0	0	25	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Anaerococcus;D_6__uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	2	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	2	0	0	1	0	0	0	2	29	0	0	1	2	0	49	0	2	3	0	0	0	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Moraxella;D_6__Moraxella sp. feline oral taxon 351	0	0	0	18	0	2	40	20	3	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	4	0	0	0	20	0	0	7	0	0	0	0	0	2	0	0	21	0	0	11	0	0	29	10	0	0	12	0	0	3	0	0	7	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0	3	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Neisseriaceae	0	1	23	9	15	1	12	6	44	6	47	7	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	12	7	0	0	1	0	0	2	0	0	7	0	0	0	2	0	0	4	0	0	2	0	0	0	3	0	0	0	0	4	0	0	0	3	0	0	4	0	0	10	0	0	0	0	2	0	0	0	0	0	9	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Porphyromonadaceae;D_5__Porphyromonas;D_6__Porphyromonas sp. feline oral taxon 139	0	0	2	11	9	0	24	13	9	5	32	27	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	7	0	0	1	0	0	16	7	0	0	11	0	0	1	0	0	15	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	2	0	0	7	0	0	0	0	9	0	0	0	0	0	5	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter	0	0	10	5	4	0	0	7	4	19	0	5	1	3	1	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	315	0	0	0	175	0	0	1	0	3	45	0	183	337	0	0	214	0	0	0	0	0	381	0	0	0	0	0	0	343	0	0	305	0	0	0	256	0	0	262	0	0	220	0	0	0	280	0	0	0	0	221	0	0	0	0	0	0	90	0	0	410	0	512	4	0	367	0	0	341	0	0	601	0	0	439	432	0	0	403	0	0	333	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Capnocytophaga;D_6__Capnocytophaga sp. canine oral taxon 329	0	0	5	9	5	0	12	14	13	6	2	16	6	1	1	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	3	0	0	0	0	0	0	0	2	0	0	9	0	0	0	4	0	0	1	0	0	0	0	0	2	0	0	8	0	0	4	0	0	4	4	0	0	22	0	0	7	0	0	5	0	0	0	8	0	0	3	0	0	5	0	0	0	1	0	0	0	0	5	0	0	0	8	0	0	4	0	0	10	0	0	0	0	11	0	0	0	0	0	2	0	0	0	9	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae;D_5__Bergeyella	0	0	26	12	7	0	20	22	6	12	7	11	5	4	16	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	0	6	0	0	2	0	0	0	0	0	5	0	0	3	0	0	6	0	0	12	14	0	0	6	0	0	8	0	0	5	0	0	0	9	0	0	17	0	0	3	0	0	0	2	0	0	0	0	3	0	0	0	5	0	0	19	0	0	12	0	0	0	0	13	0	0	2	0	0	0	0	0	0	5	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia;D_3__Erysipelotrichales;D_4__Erysipelotrichaceae;D_5__Catenibacterium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	14	0	31	6	14	8	9	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	1	1	0	2	6	0	0	0	0	37	0	0	0	0	0	8	0	0	0	0	0	0	1	13	0	0	0	0	1	0	0	0	0	0	0	39	0	0	47	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	5	7	0	0	0	0	0	0	0	1	5	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Flavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	4	0	3	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	1	2	0	0	14	7	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	33	0	0	3	1	0	0	4	0	0	1	0	0	5	0	0	0	8	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	4	0	0	5	0	0	1	0	0	6	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	0	0	2	1	1	2	3	2	2	1	8	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	8	0	0	1	0	0	30	0	0	13	0	0	7	0	0	1	13	0	0	12	0	0	11	0	0	17	0	0	0	31	0	0	17	0	0	9	0	0	0	3	0	0	0	0	26	0	0	0	16	0	0	14	0	0	22	0	0	0	0	8	0	0	1	0	0	8	0	0	6	9	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Blautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	2	6	6	3	11	3	20	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	5	0	0	21	9	0	0	19	11	0	22	5	0	0	0	0	33	0	0	0	0	0	25	1	0	0	8	0	0	5	0	0	5	0	0	8	0	0	0	0	0	0	9	0	0	45	0	0	0	6	0	5	0	0	3	0	0	0	13	0	0	1	0	0	0	18	0	0	9	8	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
